transaction_id,scenario,expected_status,rule_decision,final_decision,ai_status,ai_provider,system_decision,correct
TXN0376,amount_mismatch,EXCEPTION,EXCEPTION,EXCEPTION,SUCCESS,GROQ,EXCEPTION,True
TXN0377,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0378,multiple_settlements,HUMAN_REVIEW,HUMAN_REVIEW,,,,HUMAN_REVIEW,True
TXN0379,partial_payment,HUMAN_REVIEW,HUMAN_REVIEW,,,,HUMAN_REVIEW,True
TXN0380,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0381,amount_mismatch,EXCEPTION,EXCEPTION,EXCEPTION,SUCCESS,GEMINI,EXCEPTION,True
TXN0382,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0383,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0384,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0385,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0386,missing_bank,EXCEPTION,EXCEPTION,EXCEPTION,SUCCESS,GEMINI,EXCEPTION,True
TXN0387,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0388,partial_payment,HUMAN_REVIEW,HUMAN_REVIEW,,,,HUMAN_REVIEW,True
TXN0389,partial_payment,HUMAN_REVIEW,HUMAN_REVIEW,,,,HUMAN_REVIEW,True
TXN0390,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0391,amount_mismatch,EXCEPTION,EXCEPTION,EXCEPTION,SUCCESS,GEMINI,EXCEPTION,True
TXN0392,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0393,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0394,missing_bank,EXCEPTION,EXCEPTION,EXCEPTION,SUCCESS,GEMINI,EXCEPTION,True
TXN0395,fee_difference,MATCH,MATCH,,,,MATCH,True
TXN0396,date_shift,MATCH,MATCH,,,,MATCH,True
TXN0397,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0398,multiple_settlements,HUMAN_REVIEW,HUMAN_REVIEW,,,,HUMAN_REVIEW,True
TXN0399,date_shift,MATCH,MATCH,,,,MATCH,True
TXN0400,partial_payment,HUMAN_REVIEW,HUMAN_REVIEW,,,,HUMAN_REVIEW,True
TXN0401,partial_payment,HUMAN_REVIEW,HUMAN_REVIEW,,,,HUMAN_REVIEW,True
TXN0402,partial_payment,HUMAN_REVIEW,HUMAN_REVIEW,,,,HUMAN_REVIEW,True
TXN0403,refund,MATCH,MATCH,,,,MATCH,True
TXN0404,refund,MATCH,MATCH,,,,MATCH,True
TXN0405,missing_bank,EXCEPTION,EXCEPTION,EXCEPTION,SUCCESS,GEMINI,EXCEPTION,True
TXN0406,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0407,missing_bank,EXCEPTION,EXCEPTION,EXCEPTION,SUCCESS,GEMINI,EXCEPTION,True
TXN0408,fee_difference,MATCH,MATCH,,,,MATCH,True
TXN0409,date_shift,MATCH,MATCH,,,,MATCH,True
TXN0410,fee_difference,MATCH,MATCH,,,,MATCH,True
TXN0411,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0412,amount_mismatch,EXCEPTION,EXCEPTION,EXCEPTION,SUCCESS,GEMINI,EXCEPTION,True
TXN0413,date_shift,MATCH,MATCH,,,,MATCH,True
TXN0414,refund,MATCH,MATCH,,,,MATCH,True
TXN0415,refund,MATCH,MATCH,,,,MATCH,True
TXN0416,reference_typo,MATCH,MATCH,,,,MATCH,True
TXN0417,partial_payment,HUMAN_REVIEW,HUMAN_REVIEW,,,,HUMAN_REVIEW,True
TXN0418,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0419,refund,MATCH,MATCH,,,,MATCH,True
TXN0420,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0421,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0422,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0423,refund,MATCH,MATCH,,,,MATCH,True
TXN0424,missing_bank,EXCEPTION,EXCEPTION,EXCEPTION,SUCCESS,GEMINI,EXCEPTION,True
TXN0425,refund,MATCH,MATCH,,,,MATCH,True
TXN0426,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0427,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0428,missing_bank,EXCEPTION,EXCEPTION,EXCEPTION,SUCCESS,GEMINI,EXCEPTION,True
TXN0429,reference_typo,MATCH,MATCH,,,,MATCH,True
TXN0430,missing_bank,EXCEPTION,EXCEPTION,EXCEPTION,SUCCESS,GEMINI,EXCEPTION,True
TXN0431,fee_difference,MATCH,MATCH,,,,MATCH,True
TXN0432,missing_bank,EXCEPTION,EXCEPTION,EXCEPTION,SUCCESS,GEMINI,EXCEPTION,True
TXN0433,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0434,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0435,multiple_settlements,HUMAN_REVIEW,HUMAN_REVIEW,,,,HUMAN_REVIEW,True
TXN0436,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0437,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0438,fee_difference,MATCH,MATCH,,,,MATCH,True
TXN0439,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0440,refund,MATCH,MATCH,,,,MATCH,True
TXN0441,refund,MATCH,MATCH,,,,MATCH,True
TXN0442,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0443,fee_difference,MATCH,MATCH,,,,MATCH,True
TXN0444,amount_mismatch,EXCEPTION,EXCEPTION,EXCEPTION,SUCCESS,GEMINI,EXCEPTION,True
TXN0445,refund,MATCH,MATCH,,,,MATCH,True
TXN0446,date_shift,MATCH,MATCH,,,,MATCH,True
TXN0447,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0448,partial_payment,HUMAN_REVIEW,HUMAN_REVIEW,,,,HUMAN_REVIEW,True
TXN0449,refund,MATCH,MATCH,,,,MATCH,True
TXN0450,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0451,fee_difference,MATCH,MATCH,,,,MATCH,True
TXN0452,partial_payment,HUMAN_REVIEW,HUMAN_REVIEW,,,,HUMAN_REVIEW,True
TXN0453,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0454,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0455,amount_mismatch,EXCEPTION,EXCEPTION,EXCEPTION,SUCCESS,GEMINI,EXCEPTION,True
TXN0456,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0457,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0458,fee_difference,MATCH,MATCH,,,,MATCH,True
TXN0459,refund,MATCH,MATCH,,,,MATCH,True
TXN0460,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0461,date_shift,MATCH,MATCH,,,,MATCH,True
TXN0462,refund,MATCH,MATCH,,,,MATCH,True
TXN0463,refund,MATCH,MATCH,,,,MATCH,True
TXN0464,amount_mismatch,EXCEPTION,EXCEPTION,EXCEPTION,SUCCESS,GEMINI,EXCEPTION,True
TXN0465,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0466,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0467,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0468,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0469,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0470,date_shift,MATCH,MATCH,,,,MATCH,True
TXN0471,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0472,reference_typo,MATCH,MATCH,,,,MATCH,True
TXN0473,multiple_settlements,HUMAN_REVIEW,HUMAN_REVIEW,,,,HUMAN_REVIEW,True
TXN0474,reference_typo,MATCH,MATCH,,,,MATCH,True
TXN0475,amount_mismatch,EXCEPTION,EXCEPTION,EXCEPTION,SUCCESS,GEMINI,EXCEPTION,True
TXN0476,multiple_settlements,HUMAN_REVIEW,HUMAN_REVIEW,,,,HUMAN_REVIEW,True
TXN0477,amount_mismatch,EXCEPTION,EXCEPTION,EXCEPTION,SUCCESS,GEMINI,EXCEPTION,True
TXN0478,fee_difference,MATCH,MATCH,,,,MATCH,True
TXN0479,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0480,date_shift,MATCH,MATCH,,,,MATCH,True
TXN0481,partial_payment,HUMAN_REVIEW,HUMAN_REVIEW,,,,HUMAN_REVIEW,True
TXN0482,refund,MATCH,MATCH,,,,MATCH,True
TXN0483,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0484,missing_bank,EXCEPTION,EXCEPTION,EXCEPTION,SUCCESS,GEMINI,EXCEPTION,True
TXN0485,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0486,amount_mismatch,EXCEPTION,EXCEPTION,EXCEPTION,SUCCESS,GEMINI,EXCEPTION,True
TXN0487,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0488,date_shift,MATCH,MATCH,,,,MATCH,True
TXN0489,date_shift,MATCH,MATCH,,,,MATCH,True
TXN0490,date_shift,MATCH,MATCH,,,,MATCH,True
TXN0491,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0492,reference_typo,MATCH,MATCH,,,,MATCH,True
TXN0493,amount_mismatch,EXCEPTION,EXCEPTION,EXCEPTION,SUCCESS,GEMINI,EXCEPTION,True
TXN0494,multiple_settlements,HUMAN_REVIEW,HUMAN_REVIEW,,,,HUMAN_REVIEW,True
TXN0495,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0496,multiple_settlements,HUMAN_REVIEW,HUMAN_REVIEW,,,,HUMAN_REVIEW,True
TXN0497,exact_match,MATCH,MATCH,,,,MATCH,True
TXN0498,reference_typo,MATCH,MATCH,,,,MATCH,True
TXN0499,partial_payment,HUMAN_REVIEW,HUMAN_REVIEW,,,,HUMAN_REVIEW,True
TXN0500,fee_difference,MATCH,MATCH,,,,MATCH,True
