transaction_id,ai_status,ai_decision,confidence_score,reason,safety_override,final_decision,processing_time_seconds,raw_ai_response,ai_provider,error
TXN0353,SUCCESS,EXCEPTION,95.0,Ledger amount of 1500 does not reconcile with settlement amount of 1000.0 as there are no reported fees or refunds to account for the difference.,False,EXCEPTION,9.461,"{""results"":[{""transaction_id"":""TXN0329"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Ledger amount of 10000 does not reconcile with settlement amount of 9000.0 and the difference is not explained by fees or refunds.""},{""transaction_id"":""TXN0334"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Bank record is missing (bank_record_exists is false), preventing full reconciliation.""},{""transaction_id"":""TXN0353"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Ledger amount of 1500 does not reconcile with settlement amount of 1000.0 as there are no reported fees or refunds to account for the difference.""}]}",GEMINI,
TXN0355,SUCCESS,EXCEPTION,100.0,Missing bank record; the transaction cannot be fully reconciled.,False,EXCEPTION,1.508,"{""results"":[{""transaction_id"":""TXN0355"",""decision"":""HUMAN_REVIEW"",""confidence_score"":60,""reason"":""Settlement record exists and matches ledger amount, but the corresponding bank record is missing. Without bank evidence, we cannot confirm that the settlement was executed and credited, so the transaction is ambiguous and requires further review.""},{""transaction_id"":""TXN0367"",""decision"":""HUMAN_REVIEW"",""confidence_score"":60,""reason"":""Similar to TXN0355, the settlement matches the ledger but the bank record is absent. The lack of bank evidence prevents a definitive match, necessitating human investigation.""},{""transaction_id"":""TXN0376"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Ledger amount is 10,000 but settlement and bank credit are only 8,000, with no fee or refund to explain the 2,000 shortfall. This constitutes a clear reconciliation failure.""}]}",GROQ,Gemini failed: [WinError 10053] An established connection was aborted by the software in your host machine
TXN0367,SUCCESS,EXCEPTION,100.0,Missing bank record; the transaction cannot be fully reconciled.,False,EXCEPTION,1.508,"{""results"":[{""transaction_id"":""TXN0355"",""decision"":""HUMAN_REVIEW"",""confidence_score"":60,""reason"":""Settlement record exists and matches ledger amount, but the corresponding bank record is missing. Without bank evidence, we cannot confirm that the settlement was executed and credited, so the transaction is ambiguous and requires further review.""},{""transaction_id"":""TXN0367"",""decision"":""HUMAN_REVIEW"",""confidence_score"":60,""reason"":""Similar to TXN0355, the settlement matches the ledger but the bank record is absent. The lack of bank evidence prevents a definitive match, necessitating human investigation.""},{""transaction_id"":""TXN0376"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Ledger amount is 10,000 but settlement and bank credit are only 8,000, with no fee or refund to explain the 2,000 shortfall. This constitutes a clear reconciliation failure.""}]}",GROQ,Gemini failed: [WinError 10053] An established connection was aborted by the software in your host machine
TXN0376,SUCCESS,EXCEPTION,95.0,"Ledger amount is 10,000 but settlement and bank credit are only 8,000, with no fee or refund to explain the 2,000 shortfall. This constitutes a clear reconciliation failure.",False,EXCEPTION,1.508,"{""results"":[{""transaction_id"":""TXN0355"",""decision"":""HUMAN_REVIEW"",""confidence_score"":60,""reason"":""Settlement record exists and matches ledger amount, but the corresponding bank record is missing. Without bank evidence, we cannot confirm that the settlement was executed and credited, so the transaction is ambiguous and requires further review.""},{""transaction_id"":""TXN0367"",""decision"":""HUMAN_REVIEW"",""confidence_score"":60,""reason"":""Similar to TXN0355, the settlement matches the ledger but the bank record is absent. The lack of bank evidence prevents a definitive match, necessitating human investigation.""},{""transaction_id"":""TXN0376"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Ledger amount is 10,000 but settlement and bank credit are only 8,000, with no fee or refund to explain the 2,000 shortfall. This constitutes a clear reconciliation failure.""}]}",GROQ,Gemini failed: [WinError 10053] An established connection was aborted by the software in your host machine
TXN0381,SUCCESS,EXCEPTION,100.0,"Settlement amount of 8000.0 does not match the ledger amount of 10000, and the difference is not explained by fees or refunds.",False,EXCEPTION,9.322,"{""results"":[{""transaction_id"":""TXN0381"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Settlement amount of 8000.0 does not match the ledger amount of 10000, and the difference is not explained by fees or refunds.""},{""transaction_id"":""TXN0386"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing while settlement record exists for amount 75000.0.""},{""transaction_id"":""TXN0391"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Settlement amount of 14500.0 does not match the ledger amount of 15000, and the 500 difference is unexplained by fees or refunds.""}]}",GEMINI,
TXN0386,SUCCESS,EXCEPTION,100.0,Missing bank record; the transaction cannot be fully reconciled.,False,EXCEPTION,9.322,"{""results"":[{""transaction_id"":""TXN0381"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Settlement amount of 8000.0 does not match the ledger amount of 10000, and the difference is not explained by fees or refunds.""},{""transaction_id"":""TXN0386"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing while settlement record exists for amount 75000.0.""},{""transaction_id"":""TXN0391"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Settlement amount of 14500.0 does not match the ledger amount of 15000, and the 500 difference is unexplained by fees or refunds.""}]}",GEMINI,
TXN0391,SUCCESS,EXCEPTION,100.0,"Settlement amount of 14500.0 does not match the ledger amount of 15000, and the 500 difference is unexplained by fees or refunds.",False,EXCEPTION,9.322,"{""results"":[{""transaction_id"":""TXN0381"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Settlement amount of 8000.0 does not match the ledger amount of 10000, and the difference is not explained by fees or refunds.""},{""transaction_id"":""TXN0386"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing while settlement record exists for amount 75000.0.""},{""transaction_id"":""TXN0391"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Settlement amount of 14500.0 does not match the ledger amount of 15000, and the 500 difference is unexplained by fees or refunds.""}]}",GEMINI,
TXN0394,SUCCESS,EXCEPTION,100.0,Missing bank record; the transaction cannot be fully reconciled.,False,EXCEPTION,7.088,"{""results"":[{""transaction_id"":""TXN0394"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing (bank_record_exists is false), preventing reconciliation between settlement and bank evidence.""},{""transaction_id"":""TXN0405"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing (bank_record_exists is false), preventing reconciliation between settlement and bank evidence.""},{""transaction_id"":""TXN0407"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing (bank_record_exists is false), preventing reconciliation between settlement and bank evidence.""}]}",GEMINI,
TXN0405,SUCCESS,EXCEPTION,100.0,Missing bank record; the transaction cannot be fully reconciled.,False,EXCEPTION,7.088,"{""results"":[{""transaction_id"":""TXN0394"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing (bank_record_exists is false), preventing reconciliation between settlement and bank evidence.""},{""transaction_id"":""TXN0405"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing (bank_record_exists is false), preventing reconciliation between settlement and bank evidence.""},{""transaction_id"":""TXN0407"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing (bank_record_exists is false), preventing reconciliation between settlement and bank evidence.""}]}",GEMINI,
TXN0407,SUCCESS,EXCEPTION,100.0,Missing bank record; the transaction cannot be fully reconciled.,False,EXCEPTION,7.088,"{""results"":[{""transaction_id"":""TXN0394"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing (bank_record_exists is false), preventing reconciliation between settlement and bank evidence.""},{""transaction_id"":""TXN0405"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing (bank_record_exists is false), preventing reconciliation between settlement and bank evidence.""},{""transaction_id"":""TXN0407"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing (bank_record_exists is false), preventing reconciliation between settlement and bank evidence.""}]}",GEMINI,
TXN0412,SUCCESS,EXCEPTION,100.0,"Ledger amount of 10000 does not reconcile with settlement amount of 8000, and the difference is unexplained by fees or refunds.",False,EXCEPTION,12.769,"{""results"":[{""transaction_id"":""TXN0412"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Ledger amount of 10000 does not reconcile with settlement amount of 8000, and the difference is unexplained by fees or refunds.""},{""transaction_id"":""TXN0424"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing (bank_record_exists is false).""},{""transaction_id"":""TXN0428"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing (bank_record_exists is false).""}]}",GEMINI,
TXN0424,SUCCESS,EXCEPTION,100.0,Missing bank record; the transaction cannot be fully reconciled.,False,EXCEPTION,12.769,"{""results"":[{""transaction_id"":""TXN0412"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Ledger amount of 10000 does not reconcile with settlement amount of 8000, and the difference is unexplained by fees or refunds.""},{""transaction_id"":""TXN0424"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing (bank_record_exists is false).""},{""transaction_id"":""TXN0428"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing (bank_record_exists is false).""}]}",GEMINI,
TXN0428,SUCCESS,EXCEPTION,100.0,Missing bank record; the transaction cannot be fully reconciled.,False,EXCEPTION,12.769,"{""results"":[{""transaction_id"":""TXN0412"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Ledger amount of 10000 does not reconcile with settlement amount of 8000, and the difference is unexplained by fees or refunds.""},{""transaction_id"":""TXN0424"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing (bank_record_exists is false).""},{""transaction_id"":""TXN0428"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing (bank_record_exists is false).""}]}",GEMINI,
TXN0430,SUCCESS,EXCEPTION,100.0,Missing bank record; the transaction cannot be fully reconciled.,False,EXCEPTION,10.665,"{""results"":[{""transaction_id"":""TXN0430"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Bank record is missing despite settlement record existing.""},{""transaction_id"":""TXN0432"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Bank record is missing despite settlement record existing.""},{""transaction_id"":""TXN0444"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Settlement amount of 9000.0 does not reconcile with ledger amount of 10000, and the 1000 difference is unexplained by fees or refunds.""}]}",GEMINI,
TXN0432,SUCCESS,EXCEPTION,100.0,Missing bank record; the transaction cannot be fully reconciled.,False,EXCEPTION,10.665,"{""results"":[{""transaction_id"":""TXN0430"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Bank record is missing despite settlement record existing.""},{""transaction_id"":""TXN0432"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Bank record is missing despite settlement record existing.""},{""transaction_id"":""TXN0444"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Settlement amount of 9000.0 does not reconcile with ledger amount of 10000, and the 1000 difference is unexplained by fees or refunds.""}]}",GEMINI,
TXN0444,SUCCESS,EXCEPTION,95.0,"Settlement amount of 9000.0 does not reconcile with ledger amount of 10000, and the 1000 difference is unexplained by fees or refunds.",False,EXCEPTION,10.665,"{""results"":[{""transaction_id"":""TXN0430"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Bank record is missing despite settlement record existing.""},{""transaction_id"":""TXN0432"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Bank record is missing despite settlement record existing.""},{""transaction_id"":""TXN0444"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Settlement amount of 9000.0 does not reconcile with ledger amount of 10000, and the 1000 difference is unexplained by fees or refunds.""}]}",GEMINI,
TXN0455,SUCCESS,EXCEPTION,100.0,"Ledger amount of 75000 does not match settlement amount of 73000, and the difference of 2000 is not explained by declared fees or refunds.",False,EXCEPTION,14.657,"{""results"":[{""transaction_id"":""TXN0455"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Ledger amount of 75000 does not match settlement amount of 73000, and the difference of 2000 is not explained by declared fees or refunds.""},{""transaction_id"":""TXN0464"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Ledger amount of 10000 does not match settlement amount of 9500, and the difference of 500 is not explained by declared fees or refunds.""},{""transaction_id"":""TXN0475"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Ledger amount of 2500 does not match settlement amount of 2000, and the difference of 500 is not explained by declared fees or refunds.""}]}",GEMINI,
TXN0464,SUCCESS,EXCEPTION,100.0,"Ledger amount of 10000 does not match settlement amount of 9500, and the difference of 500 is not explained by declared fees or refunds.",False,EXCEPTION,14.657,"{""results"":[{""transaction_id"":""TXN0455"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Ledger amount of 75000 does not match settlement amount of 73000, and the difference of 2000 is not explained by declared fees or refunds.""},{""transaction_id"":""TXN0464"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Ledger amount of 10000 does not match settlement amount of 9500, and the difference of 500 is not explained by declared fees or refunds.""},{""transaction_id"":""TXN0475"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Ledger amount of 2500 does not match settlement amount of 2000, and the difference of 500 is not explained by declared fees or refunds.""}]}",GEMINI,
TXN0475,SUCCESS,EXCEPTION,100.0,"Ledger amount of 2500 does not match settlement amount of 2000, and the difference of 500 is not explained by declared fees or refunds.",False,EXCEPTION,14.657,"{""results"":[{""transaction_id"":""TXN0455"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Ledger amount of 75000 does not match settlement amount of 73000, and the difference of 2000 is not explained by declared fees or refunds.""},{""transaction_id"":""TXN0464"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Ledger amount of 10000 does not match settlement amount of 9500, and the difference of 500 is not explained by declared fees or refunds.""},{""transaction_id"":""TXN0475"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Ledger amount of 2500 does not match settlement amount of 2000, and the difference of 500 is not explained by declared fees or refunds.""}]}",GEMINI,
TXN0477,SUCCESS,EXCEPTION,98.0,"Ledger amount of 1500.0 does not reconcile with settlement amount of 500.0, leaving an unexplained discrepancy of 1000.0 not accounted for by fees or refunds.",False,EXCEPTION,11.37,"{""results"":[{""transaction_id"":""TXN0477"",""decision"":""EXCEPTION"",""confidence_score"":98.0,""reason"":""Ledger amount of 1500.0 does not reconcile with settlement amount of 500.0, leaving an unexplained discrepancy of 1000.0 not accounted for by fees or refunds.""},{""transaction_id"":""TXN0484"",""decision"":""EXCEPTION"",""confidence_score"":95.0,""reason"":""Bank record is missing (bank_record_exists is false), preventing full reconciliation despite matching ledger and settlement amounts.""},{""transaction_id"":""TXN0486"",""decision"":""EXCEPTION"",""confidence_score"":98.0,""reason"":""Ledger amount of 7500.0 does not reconcile with settlement amount of 6500.0, leaving an unexplained difference of 1000.0 with zero recorded fees or refunds.""}]}",GEMINI,
TXN0484,SUCCESS,EXCEPTION,100.0,Missing bank record; the transaction cannot be fully reconciled.,False,EXCEPTION,11.37,"{""results"":[{""transaction_id"":""TXN0477"",""decision"":""EXCEPTION"",""confidence_score"":98.0,""reason"":""Ledger amount of 1500.0 does not reconcile with settlement amount of 500.0, leaving an unexplained discrepancy of 1000.0 not accounted for by fees or refunds.""},{""transaction_id"":""TXN0484"",""decision"":""EXCEPTION"",""confidence_score"":95.0,""reason"":""Bank record is missing (bank_record_exists is false), preventing full reconciliation despite matching ledger and settlement amounts.""},{""transaction_id"":""TXN0486"",""decision"":""EXCEPTION"",""confidence_score"":98.0,""reason"":""Ledger amount of 7500.0 does not reconcile with settlement amount of 6500.0, leaving an unexplained difference of 1000.0 with zero recorded fees or refunds.""}]}",GEMINI,
TXN0486,SUCCESS,EXCEPTION,98.0,"Ledger amount of 7500.0 does not reconcile with settlement amount of 6500.0, leaving an unexplained difference of 1000.0 with zero recorded fees or refunds.",False,EXCEPTION,11.37,"{""results"":[{""transaction_id"":""TXN0477"",""decision"":""EXCEPTION"",""confidence_score"":98.0,""reason"":""Ledger amount of 1500.0 does not reconcile with settlement amount of 500.0, leaving an unexplained discrepancy of 1000.0 not accounted for by fees or refunds.""},{""transaction_id"":""TXN0484"",""decision"":""EXCEPTION"",""confidence_score"":95.0,""reason"":""Bank record is missing (bank_record_exists is false), preventing full reconciliation despite matching ledger and settlement amounts.""},{""transaction_id"":""TXN0486"",""decision"":""EXCEPTION"",""confidence_score"":98.0,""reason"":""Ledger amount of 7500.0 does not reconcile with settlement amount of 6500.0, leaving an unexplained difference of 1000.0 with zero recorded fees or refunds.""}]}",GEMINI,
TXN0493,SUCCESS,EXCEPTION,95.0,"Ledger amount of 50000 does not match settlement amount of 48000.0, and the difference of 2000.0 is not explained by fees or refunds.",False,EXCEPTION,5.756,"{""results"":[{""transaction_id"":""TXN0493"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Ledger amount of 50000 does not match settlement amount of 48000.0, and the difference of 2000.0 is not explained by fees or refunds.""}]}",GEMINI,
